Année	Série	Lieu	Session	Sujet
2001	ES	ÉTRANGER GROUPE 1	NORMALE	Une oeuvre d'art peut-elle être plus vraie que son modèle ?
2001	ES	ÉTRANGER GROUPE 1	NORMALE	La liberté peut-elle être prouvée ?
2001	L	ÉTRANGER GROUPE 1	NORMALE	Sommes-nous responsables de notre manque de volonté ?
2001	L	ÉTRANGER GROUPE 1	NORMALE	Les sciences de l'homme sont-elles vraiment des sciences ?
2001	S	ÉTRANGER GROUPE 1	NORMALE	La poursuite de mon intérêt m'oppose-t-elle aux autres ?
2001	S	ÉTRANGER GROUPE 1	NORMALE	La technique n'est-elle qu'outils et machines ?
2001	TECHN.	ÉTRANGER GROUPE 1	NORMALE	Le développement de la technique permet-il à l'homme d'acquérir une plus grande liberté ?
2001	TECHN.	ÉTRANGER GROUPE 1	NORMALE	Peut-on penser par soi-même sans se soucier de ce que pensent les autres ?
2001	ES	INDE	NORMALE	L'art n'est-il qu'un mode d'expression subjectif ?
2001	ES	INDE	NORMALE	Le langage peut-il être un obstacle à la recherche de la vérité ?
2001	L	INDE	NORMALE	Peut-on être libre sans être responsable ?
2001	L	INDE	NORMALE	Que peuvent les techniques ?
2001	S	INDE	NORMALE	La technique peut-elle garantir le bonheur ?
2001	S	INDE	NORMALE	Les théories simplifient-elles l'expérience ?
2001	TECHN.	INDE	NORMALE	La liberté de pensée consiste-t-elle à penser ce qu'on veut ?
2001	TECHN.	INDE	NORMALE	L'histoire de chacun dépend-elle de l'histoire de tous ?
2001	ES	JAPON	NORMALE	Travailler, est-ce perdre son temps ?
2001	ES	JAPON	NORMALE	La beauté oblige-t-elle à penser ?
2001	L	JAPON	NORMALE	Est-il possible de penser par soi-même ?
2001	L	JAPON	NORMALE	Peut-on mal agir sans le savoir ?
2001	S	JAPON	NORMALE	Faire son devoir, est-ce renoncer à sa liberté ?
2001	S	JAPON	NORMALE	Y a-t-il contradiction entre la prétention des sciences à la vérité et le fait qu'elles ont une histoire ?
2001	ES	LIBAN	NORMALE	Peut-on ne vivre que pour agir ?
2001	ES	LIBAN	NORMALE	Tout ce qui est évident est-il vrai ?
2001	L	LIBAN	NORMALE	Suffit-il d'être dans son droit pour avoir raison ?
2001	L	LIBAN	NORMALE	Peut-on vivre sans se faire d'illusion ?
2001	S	LIBAN	NORMALE	La recherche scientifique a-t-elle des limites ?
2001	S	LIBAN	NORMALE	La religion et la morale ont-elles la même finalité ?
2001	TECHN.	MÉTROPOLE	NORMALE	Pourquoi s'intéresser à l'histoire ?
2001	TECHN.	MÉTROPOLE	NORMALE	Le développement technique transforme-t-il réellement l'homme ?
2001	L	MÉTROPOLE	REMPLACEMENT	Des cultures différentes font-elles des humanités différentes ?
2001	L	MÉTROPOLE	REMPLACEMENT	N'exprime-t-on que ce dont on a conscience ?
2001	ES	MÉTROPOLE + LA RÉUNION	NORMALE	De quelle vérité l'opinion est-elle capable ?
2001	ES	MÉTROPOLE + LA RÉUNION	NORMALE	Donner pour recevoir, est-ce le principe de tout échange ?
2001	L	MÉTROPOLE + LA RÉUNION	NORMALE	La question “qui suis-je ?” admet-elle une réponse exacte ?
2001	L	MÉTROPOLE + LA RÉUNION	NORMALE	Tout pouvoir s'accompagne-t-il de violence ?
2001	S	MÉTROPOLE + LA RÉUNION	NORMALE	La liberté se définit-elle comme un pouvoir de refuser ?
2001	S	MÉTROPOLE + LA RÉUNION	NORMALE	Notre connaissance du réel se limite-t-elle au savoir scientifique ?
2001	STI AA	MÉTROPOLE + LA RÉUNION	NORMALE	L'indépendance suffit-elle à définir la liberté ?
2001	STI AA	MÉTROPOLE + LA RÉUNION	NORMALE	L'art répond-il à un besoin ?
2001	TECHN.	MÉTROPOLE + LA RÉUNION	NORMALE	Une oeuvre d'art peut-elle ne pas être belle ?
2001	TECHN.	MÉTROPOLE + LA RÉUNION	NORMALE	Le projet de maîtriser la nature est-il raisonnable ?
2001	TMD	MÉTROPOLE + LA RÉUNION	NORMALE	Le progrès de l'humanité se réduit-il au progrès technique ?
2001	TMD	MÉTROPOLE + LA RÉUNION	NORMALE	Être libre est-ce agir ?
2001	ES	MÉTROPOLE + LA RÉUNION	REMPLACEMENT	Dans la passion suis-je moi-même ?
2001	ES	MÉTROPOLE + LA RÉUNION	REMPLACEMENT	Les religions empêchent-elles les hommes de s'entendre ?
2001	S	MÉTROPOLE + LA RÉUNION	REMPLACEMENT	Faut-il douter de tout ?
2001	S	MÉTROPOLE + LA RÉUNION	REMPLACEMENT	Le progrès technique est-il la condition du bonheur ?
2001	STI AA	MÉTROPOLE + LA RÉUNION	REMPLACEMENT	Peut-on voir les choses telles qu'elles sont ?
2001	STI AA	MÉTROPOLE + LA RÉUNION	REMPLACEMENT	Le droit a-t-il pour fin de protéger le faible ?
2001	TECHN.	MÉTROPOLE + LA RÉUNION	REMPLACEMENT	L'homme n'a-t-il que les droits que lui donnent les lois de son pays ?
2001	TECHN.	MÉTROPOLE + LA RÉUNION	REMPLACEMENT	Qu'est-ce que vivre conformément à la nature ?
2001	ES	NOUVELLE-CALÉDONIE	NORMALE	La liberté est-elle une donnée ou une conquête ?
2001	ES	NOUVELLE-CALÉDONIE	NORMALE	L'intérêt pour l'histoire est-il refus du présent ?
2001	L	NOUVELLE-CALÉDONIE	NORMALE	La discorde est-elle le pire de tous les maux ?
2001	L	NOUVELLE-CALÉDONIE	NORMALE	Mesurer le temps, est-ce en faire l'expérience ?
2001	S	NOUVELLE-CALÉDONIE	NORMALE	Le savoir est-il une condition du bonheur ?
2001	S	NOUVELLE-CALÉDONIE	NORMALE	La démocratie n'est-elle qu'un idéal ?
2001	TECHN.	NOUVELLE-CALÉDONIE	NORMALE	Pour qu'une production soit une oeuvre d'art, suffit-il qu'elle me plaise ?
2001	TECHN.	NOUVELLE-CALÉDONIE	NORMALE	Être libre, est-ce avoir tous les droits ?
2001	ES	NOUVELLE-CALÉDONIE	REMPLACEMENT	Choisir, est-ce renoncer à sa liberté ?
2001	ES	NOUVELLE-CALÉDONIE	REMPLACEMENT	Pourquoi le temps est-il précieux ?
2001	ES	POLYNÉSIE	NORMALE	Une passion maîtrisée est-elle encore une passion ?
2001	ES	POLYNÉSIE	NORMALE	La vérité n'est-elle recherchée que pour les avantages qu'on en attend ?
2001	L	POLYNÉSIE	NORMALE	Est-ce un bien de perdre ses illusions ?
2001	L	POLYNÉSIE	NORMALE	La fonction sociale fait-elle l'homme ?
2001	S	POLYNÉSIE	NORMALE	Faut-il renoncer à définir le beau ?
2001	S	POLYNÉSIE	NORMALE	La maîtrise de soi dépend-elle de la connaissance de soi ?
2001	TECHN.	POLYNÉSIE	NORMALE	Peut-on nous reprocher ce que nous sommes ?
2001	TECHN.	POLYNÉSIE	NORMALE	La technique échappe-t-elle à la raison ?
2001	ES	POLYNÉSIE	REMPLACEMENT	Que pouvons-nous faire de notre passé ?
2001	ES	POLYNÉSIE	REMPLACEMENT	Toute relation à autrui est-elle un échange ?
2001	S	POLYNÉSIE	REMPLACEMENT	Peut-on connaître ce dont on n'a pas l'expérience ?
2001	S	POLYNÉSIE	REMPLACEMENT	Pourquoi la justice a-t-elle besoin d'institutions ?
2001	TECHN.	POLYNÉSIE	REMPLACEMENT	L'art s'enseigne-t-il ?
2001	TECHN.	POLYNÉSIE	REMPLACEMENT	Le droit peut-il se mêler de tout ?
2002	ES	AMÉRIQUE DU NORD	NORMALE	N'exprime-t-on que ce dont on a conscience ?
2002	ES	AMÉRIQUE DU NORD	NORMALE	Reconnaît-on l'artiste à son savoir-faire ?
2002	L	AMÉRIQUE DU NORD	NORMALE	Le bonheur consiste-t-il à ne plus rien désirer ?
2002	L	AMÉRIQUE DU NORD	NORMALE	L'homme est-il un objet de connaissance comme un autre ?
2002	S	AMÉRIQUE DU NORD	NORMALE	Ne désire-t-on que ce dont on manque ?
2002	S	AMÉRIQUE DU NORD	NORMALE	Qu'est-ce qu'une parole vraie ?
2002	ES	AMÉRIQUE DU SUD	NORMALE	La science peut-elle produire des croyances ?
2002	ES	AMÉRIQUE DU SUD	NORMALE	La force et le droit s'opposent-ils nécessairement ?
2002	L	AMÉRIQUE DU SUD	NORMALE	Peut-on penser sans douter ?
2002	L	AMÉRIQUE DU SUD	NORMALE	Sommes-nous responsables de notre histoire ?
2002	S	AMÉRIQUE DU SUD	NORMALE	Un choix peut-il être rationnel ?
2002	S	AMÉRIQUE DU SUD	NORMALE	Les vérités scientifiques sont-elles indiscutables ?
2002	ES	ANTILLES	NORMALE	La liberté des échanges est-elle une condition de la liberté politique ?
2002	ES	ANTILLES	NORMALE	Peut-on contredire l'expérience ?
2002	L	ANTILLES	NORMALE	La science est-elle une croyance justifiée ?
2002	L	ANTILLES	NORMALE	Le temps nous appartient-il ?
2002	S	ANTILLES	NORMALE	L'histoire est-elle ce que nous ferons ?
2002	S	ANTILLES	NORMALE	Peut-on s'accorder sur des vérités morales ?
2002	STI AA	ANTILLES	NORMALE	L'égalité des droits est-elle une condition de la liberté ?
2002	STI AA	ANTILLES	NORMALE	L'imagination peut-elle se passer de modèles ?
2002	TECHN.	ANTILLES	NORMALE	Le droit peut-il s'opposer aux traditions ?
2002	TECHN.	ANTILLES	NORMALE	La formule “à chacun sa vérité” fait-elle problème ?
2002	ES	ANTILLES	REMPLACEMENT	Comment peut-on savoir que l'on a raison ?
2002	ES	ANTILLES	REMPLACEMENT	Sans les mots, que saurions-nous des choses ?
2002	L	ANTILLES	REMPLACEMENT	Peut-on reprocher à l'art d'être mensonger ?
2002	L	ANTILLES	REMPLACEMENT	La limitation du pouvoir de l'État garantit-elle la liberté des individus ?
2002	S	ANTILLES	REMPLACEMENT	La société peut-elle être rendue responsable des illusions de notre conscience ?
2002	S	ANTILLES	REMPLACEMENT	Faire quelque chose pour son bien, est-ce toujours faire le bien ?
2002	TECHN.	ANTILLES	REMPLACEMENT	L'histoire est-elle dépourvue de sens ?
2002	TECHN.	ANTILLES	REMPLACEMENT	Toute vérité est-elle vérifiable ?
2002	ES	ÉTRANGER GROUPE 1	NORMALE	Si les hommes créent les valeurs, peuvent-ils encore y croire ?
2002	ES	ÉTRANGER GROUPE 1	NORMALE	Peut-on désirer autre chose que l'impossible ?
2002	L	ÉTRANGER GROUPE 1	NORMALE	La beauté est-elle intemporelle ?
2002	L	ÉTRANGER GROUPE 1	NORMALE	Un désir peut-il être coupable ?
2002	S	ÉTRANGER GROUPE 1	NORMALE	Est-on toujours maître de ce que l'on fait ?
2002	S	ÉTRANGER GROUPE 1	NORMALE	Est-il possible d'expliquer une oeuvre d'art ?
2002	TECHN.	ÉTRANGER GROUPE 1	NORMALE	Conserver le passé, est-ce le seul but de l'histoire ?
2002	TECHN.	ÉTRANGER GROUPE 1	NORMALE	Peut-on se connaître soi-même ?
2002	ES	INDE	NORMALE	Agir moralement, est-ce nécessairement lutter contre ses désirs ?
2002	ES	INDE	NORMALE	L'État peut-il exiger de chacun qu'il travaille ?
2002	L	INDE	NORMALE	La liberté de chacun s'arrête-t-elle seulement là où commence celle d'autrui ?
2002	L	INDE	NORMALE	Une société sans travail est-elle souhaitable ?
2002	S	INDE	NORMALE	Suffit-il de constater pour atteindre la vérité ?
2002	S	INDE	NORMALE	Vivre en société, est-ce seulement vivre ensemble ?
2002	TECHN.	INDE	NORMALE	La liberté, réalité ou illusion ?
2002	TECHN.	INDE	NORMALE	Ce qui est naturel est-il normal ?
2002	ES	JAPON	NORMALE	Faut-il connaître scientifiquement les sociétés pour savoir les gouverner ?
2002	ES	JAPON	NORMALE	En quel sens les mots nous apprennent-ils à penser ?
2002	L	JAPON	NORMALE	En quoi mes opinions sont-elles miennes ?
2002	L	JAPON	NORMALE	Est-ce un devoir de travailler ?
2002	S	JAPON	NORMALE	La vérité peut-elle se passer des mots ?
2002	S	JAPON	NORMALE	Peut-on agir inconsciemment ?
2002	ES	LA RÉUNION	NORMALE	Parler, est-ce agir ?
2002	ES	LA RÉUNION	NORMALE	Que voulons-nous dire lorsque nous disons d'un artiste qu'il a du génie ?
2002	L	LA RÉUNION	NORMALE	Penser, est-ce se parler à soi-même ?
2002	L	LA RÉUNION	NORMALE	Pourquoi faire son devoir ?
2002	S	LA RÉUNION	NORMALE	Pour chercher la vérité, faut-il s'affranchir de toute subjectivité ?
2002	S	LA RÉUNION	NORMALE	Pourquoi écrire l'histoire ?
2002	STI AA	LA RÉUNION	NORMALE	Peut-on parler d'injustices naturelles ?
2002	STI AA	LA RÉUNION	NORMALE	Une société sans religion est-elle possible ?
2002	TECHN.	LA RÉUNION	NORMALE	Suffit-il de connaître la vérité pour renoncer à ses préjugés ?
2002	TECHN.	LA RÉUNION	NORMALE	Y a-t-il une différence essentielle entre l'artiste et l'artisan ?
2002	ES	LIBAN	NORMALE	Nos désirs s'expliquent-ils seulement par la recherche du plaisir ?
2002	ES	LIBAN	NORMALE	Les sciences de l'homme ont-elles pour modèle les sciences de la nature ?
2002	L	LIBAN	NORMALE	La mort est-elle un obstacle au bonheur ?
2002	L	LIBAN	NORMALE	La connaissance objective exclut-elle toute forme de subjectivité ?
2002	S	LIBAN	NORMALE	Que vaut l'excuse : “C'est plus fort que moi” ?
2002	S	LIBAN	NORMALE	Quelle est l'indépendance de la société par rapport au pouvoir politique ?
2002	ES	MÉTROPOLE	NORMALE	Ne désirons-nous que les choses que nous estimons bonnes ?
2002	ES	MÉTROPOLE	NORMALE	Défendre ses droits, est-ce la même chose que défendre ses intérêts ?
2002	L	MÉTROPOLE	NORMALE	Connaissons-nous mieux le présent que le passé ?
2002	L	MÉTROPOLE	NORMALE	Sans l'art, parlerait-on de beauté ?
2002	S	MÉTROPOLE	NORMALE	La diversité des langues est-elle un obstacle à l'entente entre les peuples ?
2002	S	MÉTROPOLE	NORMALE	La politique est-elle une science ou un art ?
2002	STI AA	MÉTROPOLE	NORMALE	Toute contrainte est-elle un obstacle à la liberté ?
2002	STI AA	MÉTROPOLE	NORMALE	Expliquer une oeuvre d'art, est-ce la comprendre ?
2002	TECHN.	MÉTROPOLE	NORMALE	Notre liberté de penser a-t-elle des limites ?
2002	TECHN.	MÉTROPOLE	NORMALE	Que peut la raison pour exclure la violence ?
2002	ES	MÉTROPOLE	REMPLACEMENT	Le désir de savoir est-il comblé par la science ?
2002	ES	MÉTROPOLE	REMPLACEMENT	La raison est-elle un maître intérieur ?
2002	L	MÉTROPOLE	REMPLACEMENT	Le langage n'est-il qu'un outil ?
2002	L	MÉTROPOLE	REMPLACEMENT	Le meilleur des gouvernements est-il celui qui gouverne le moins ?
2002	S	MÉTROPOLE	REMPLACEMENT	Le droit peut-il être naturel ?
2002	S	MÉTROPOLE	REMPLACEMENT	Si la vie était belle, y aurait-il de l'art ?
2002	STI AA	MÉTROPOLE	REMPLACEMENT	L'art transforme-t-il la nature ou la dévoile-t-il ?
2002	STI AA	MÉTROPOLE	REMPLACEMENT	Faut-il défendre sa liberté ?
2002	TECHN.	MÉTROPOLE	REMPLACEMENT	La diversité des opinions nous empêche-t-elle d'atteindre la vérité ?
2002	TECHN.	MÉTROPOLE	REMPLACEMENT	Les oeuvres d'art peuvent-elles être utiles ?
2002	TMD	MÉTROPOLE	REMPLACEMENT	La vie en société m'empêche-t-elle d'être moi-même ?
2002	TMD	MÉTROPOLE	REMPLACEMENT	L'expérience peut-elle tromper ?
2002	TMD	MÉTROPOLE	SECOURS	La connaissance de l'histoire nous rend-elle plus libres ?
2002	TMD	MÉTROPOLE	SECOURS	L'art est-il évasion de la réalité ?
2002	ES	NOUVELLE-CALÉDONIE	NORMALE	Le doute est-il une force ou une faiblesse ?
2002	ES	NOUVELLE-CALÉDONIE	NORMALE	La morale n'est-elle qu'un ensemble de conventions ?
2002	L	NOUVELLE-CALÉDONIE	NORMALE	L'existence de déterminations sociales et historiques rend-elle impossible la liberté individuelle ?
2002	L	NOUVELLE-CALÉDONIE	NORMALE	Peut-on à la fois valoriser l'opinion dans le débat public et la combattre dans le travail de la pensée ?
2002	S	NOUVELLE-CALÉDONIE	NORMALE	Peut-on penser l'homme hors de l'histoire ?
2002	S	NOUVELLE-CALÉDONIE	NORMALE	Qu'est-ce qui fonde nos certitudes ?
2002	TECHN.	NOUVELLE-CALÉDONIE	NORMALE	Est-il raisonnable de critiquer le progrès technique ?
2002	TECHN.	NOUVELLE-CALÉDONIE	NORMALE	Le respect des opinions peut-il être un obstacle à la recherche de la vérité ?
2002	ES	POLYNÉSIE	NORMALE	La liberté peut-elle être un fardeau ?
2002	ES	POLYNÉSIE	NORMALE	La connaissance de soi est-elle plus facile que la connaissance des choses ?
2002	L	POLYNÉSIE	NORMALE	Y a-t-il quelque chose de vrai dans la sensation ?
2002	L	POLYNÉSIE	NORMALE	Le travail peut-il rendre libre ?
2002	S	POLYNÉSIE	NORMALE	Le sujet humain peut-il être connu comme un objet ?
2002	S	POLYNÉSIE	NORMALE	Peut-on revendiquer sans cesse des droits nouveaux ?
2002	TECHN.	POLYNÉSIE	NORMALE	Le droit peut-il être fondé sur la nature ?
2002	TECHN.	POLYNÉSIE	NORMALE	L'art existerait-il sans la technique ?
2002	ES	POLYNÉSIE	REMPLACEMENT	Les hommes ne communiquent-ils que dans l'espoir de se mettre d'accord ?
2002	ES	POLYNÉSIE	REMPLACEMENT	Faut-il être instruit pour prendre plaisir à une oeuvre d'art ?
2002	L	POLYNÉSIE	REMPLACEMENT	Y a-t-il d'autres formes de liberté que la liberté politique ?
2002	L	POLYNÉSIE	REMPLACEMENT	Peut-on tout désirer à la fois ?
2002	S	POLYNÉSIE	REMPLACEMENT	Qu'est-ce qui fait notre humanité ?
2002	S	POLYNÉSIE	REMPLACEMENT	Dans quelle mesure peut-on dire que les mots pensent pour nous ?
2002	TECHN.	POLYNÉSIE	REMPLACEMENT	Qu'est-il raisonnable d'espérer de l'histoire ?
2002	TECHN.	POLYNÉSIE	REMPLACEMENT	L'ignorance est-elle la seule cause de nos erreurs ?
2003	ES	AMÉRIQUE DU NORD	NORMALE	Un homme se définit-il par ses actes ?
2003	ES	AMÉRIQUE DU NORD	NORMALE	Faut-il ne croire que ce que l'on voit ?
2003	L	AMÉRIQUE DU NORD	NORMALE	Pourquoi faudrait-il chercher à se connaître soi-même ?
2003	L	AMÉRIQUE DU NORD	NORMALE	Suffit-il d'être dans le présent pour vivre le présent ?
2003	S	AMÉRIQUE DU NORD	NORMALE	L'art transforme-t-il l'homme ?
2003	S	AMÉRIQUE DU NORD	NORMALE	Les faits sont-ils des preuves ?
2003	ES	AMÉRIQUE DU SUD	NORMALE	Toutes les croyances se valent-elles ?
2003	ES	AMÉRIQUE DU SUD	NORMALE	Le beau est-il toujours surprenant ?
2003	L	AMÉRIQUE DU SUD	NORMALE	L'objectivité est-elle le privilège des sciences ?
2003	L	AMÉRIQUE DU SUD	NORMALE	L'artiste peut-il être indifférent au beau ?
2003	S	AMÉRIQUE DU SUD	NORMALE	Parler, est-ce trahir sa pensée ?
2003	S	AMÉRIQUE DU SUD	NORMALE	Peut-on connaître sans méthode ?
2003	ES	ANTILLES	NORMALE	Peut-on choisir sa vie ?
2003	ES	ANTILLES	NORMALE	Une société peut-elle se passer d'État ?
2003	L	ANTILLES	NORMALE	Le bon sens a-t-il toujours raison ?
2003	L	ANTILLES	NORMALE	Peut-on reprocher au langage d'être imparfait ?
2003	S	ANTILLES	NORMALE	Le fait de vivre dans une société nous ôte-t-il le droit de la critiquer ?
2003	S	ANTILLES	NORMALE	L'efficacité technique suppose-t-elle nécessairement la connaissance scientifique ?
2003	STI AA	ANTILLES	NORMALE	Puis-je être libre sans être responsable ?
2003	STI AA	ANTILLES	NORMALE	Est-il déraisonnable de croire en Dieu ?
2003	TECHN.	ANTILLES	NORMALE	Agir selon sa conscience, est-ce agir selon ses valeurs personnelles ?
2003	TECHN.	ANTILLES	NORMALE	À quoi reconnaît-on une oeuvre d'art ?
2003	ES	ANTILLES	REMPLACEMENT	Pourquoi désire-t-on savoir ?
2003	ES	ANTILLES	REMPLACEMENT	Peut-on opposer le loisir au travail ?
2003	L	ANTILLES	REMPLACEMENT	La culture n'est-elle qu'une seconde nature ?
2003	L	ANTILLES	REMPLACEMENT	L'expérience est-elle la seule source du savoir ?
2003	TECHN.	ANTILLES	REMPLACEMENT	Se sentir libre suppose-t-il qu'on le soit ?
2003	TECHN.	ANTILLES	REMPLACEMENT	La raison peut-elle nous éclairer dans notre vie ?
2003	S	ANTILLES	SECOURS	Une théorie scientifique est-elle une invention ou une découverte ?
2003	S	ANTILLES	SECOURS	Peut-on se passer de la beauté ?
2003	ES	ÉTRANGER GROUPE 1	NORMALE	Puis-je ne pas savoir ce que je fais ?
2003	ES	ÉTRANGER GROUPE 1	NORMALE	Sans les échanges, le travail aurait-il une valeur ?
2003	L	ÉTRANGER GROUPE 1	NORMALE	Faut-il attendre de la science qu'elle ait réponse à tout ?
2003	L	ÉTRANGER GROUPE 1	NORMALE	Peut-on être pleinement homme sans penser à la mort ?
2003	S	ÉTRANGER GROUPE 1	NORMALE	Faut-il hiérarchiser les désirs ?
2003	S	ÉTRANGER GROUPE 1	NORMALE	L'État est-il l'ami de tous en même temps que l'ennemi de chacun ?
2003	TECHN.	ÉTRANGER GROUPE 1	NORMALE	La connaissance de l'histoire permet-elle de changer le cours de l'histoire ?
2003	TECHN.	ÉTRANGER GROUPE 1	NORMALE	L'art change-t-il la vie ?
2003	ES	INDE	NORMALE	Peut-on croire à ce qu'on sait ne pas être vrai ?
2003	ES	INDE	NORMALE	Est-il légitime qu'une oeuvre d'art fasse l'objet d'un échange marchand ?
2003	L	INDE	NORMALE	La singularité des événements historiques s'oppose-t-elle à leur explication ?
2003	L	INDE	NORMALE	La rigueur d'un raisonnement suffit-elle pour garantir la vérité ?
2003	S	INDE	NORMALE	La liberté de parole suffit-elle à rendre l'homme libre ?
2003	S	INDE	NORMALE	Pourquoi désirer ce qui n'est pas nécessaire ?
2003	TECHN.	INDE	NORMALE	Le pouvoir que nous avons sur la nature repose-t-il sur la connaissance de ce qu'elle est ?
2003	TECHN.	INDE	NORMALE	La vérité peut-elle changer ?
2003	ES	JAPON	NORMALE	L'art n'est-il qu'un jeu ?
2003	ES	JAPON	NORMALE	Le respect du droit peut-il tenir lieu de morale ?
2003	L	JAPON	NORMALE	Les hommes peuvent-ils se passer de travailler ?
2003	L	JAPON	NORMALE	La tolérance suppose-t-elle l'indifférence à la vérité ?
2003	S	JAPON	NORMALE	Nos désirs nous égarent-ils ?
2003	S	JAPON	NORMALE	Y a-t-il un privilège de la vérité scientifique ?
2003	ES	LA RÉUNION	NORMALE	Les sciences de l'homme peuvent-elles être expérimentales ?
2003	ES	LA RÉUNION	NORMALE	Le sujet peut-il échapper à ses désirs ?
2003	L	LA RÉUNION	NORMALE	L'homme a-t-il un droit sur la nature ?
2003	L	LA RÉUNION	NORMALE	L'objet du désir en est-il la cause ?
2003	S	LA RÉUNION	NORMALE	Le droit et la morale ont-ils les mêmes fins ?
2003	S	LA RÉUNION	NORMALE	Ne désire-t-on que ce qui a de la valeur pour autrui ?
2003	STI AA	LA RÉUNION	NORMALE	Peut-on dire de la nature qu'elle est injuste ?
2003	STI AA	LA RÉUNION	NORMALE	Créer, est-ce rompre avec la tradition ?
2003	TECHN.	LA RÉUNION	NORMALE	Puis-je avoir la certitude que mes choix sont libres ?
2003	TECHN.	LA RÉUNION	NORMALE	A-t-on le droit de refuser la loi ?
2003	ES	LIBAN	NORMALE	Y a-t-il une beauté des objets techniques ?
2003	ES	LIBAN	NORMALE	Peut-on expliquer un événement historique ?
2003	S	LIBAN	NORMALE	La morale est-elle affaire de principes ou d'expérience ?
2003	S	LIBAN	NORMALE	Toute vérité est-elle bonne à dire ?
2003	L	LIBAN	SECOURS	Y a-t-il des opinions indéfendables ?
2003	L	LIBAN	SECOURS	Penser notre existence nous évite-t-il de la subir ?
2003	ES	MÉTROPOLE	NORMALE	Pourquoi sommes-nous sensibles à la beauté ?
2003	ES	MÉTROPOLE	NORMALE	Le dialogue est-il le chemin de la vérité ?
2003	L	MÉTROPOLE	NORMALE	Le bonheur est-il affaire privée ?
2003	L	MÉTROPOLE	NORMALE	L'idée d'une liberté totale a-t-elle un sens ?
2003	S	MÉTROPOLE	NORMALE	La vérité dépend-elle de nous ?
2003	S	MÉTROPOLE	NORMALE	Prendre conscience de soi, est-ce devenir étranger à soi ?
2003	STI AA	MÉTROPOLE	NORMALE	Reconnaître le vrai, est-ce perdre sa liberté ?
2003	STI AA	MÉTROPOLE	NORMALE	Le droit doit-il régler toutes les affaires humaines ?
2003	TECHN.	MÉTROPOLE	NORMALE	Respecter la nature, est-ce renoncer à la transformer ?
2003	TECHN.	MÉTROPOLE	NORMALE	L'homme cherche-t-il toujours à connaître la vérité ?
2003	TMD	MÉTROPOLE	NORMALE	La passion nous sépare-t-elle d'autrui ?
2003	TMD	MÉTROPOLE	NORMALE	La compréhension du présent suppose-t-elle une connaissance du passé ?
2003	ES	MÉTROPOLE	REMPLACEMENT	La liberté a-t-elle un prix ?
2003	ES	MÉTROPOLE	REMPLACEMENT	Peut-on communiquer son expérience ?
2003	L	MÉTROPOLE	REMPLACEMENT	Une connaissance peut-elle se passer de l'expérience sensible ?
2003	L	MÉTROPOLE	REMPLACEMENT	A-t-on besoin de certitudes pour agir ?
2003	S	MÉTROPOLE	REMPLACEMENT	La conscience peut-elle être un fardeau ?
2003	S	MÉTROPOLE	REMPLACEMENT	Croire, est-ce renoncer à savoir ?
2003	STI AA	MÉTROPOLE	REMPLACEMENT	Pour être libre, vaut-il mieux ne pas s'engager ?
2003	STI AA	MÉTROPOLE	REMPLACEMENT	Dire que l'homme a une histoire, est-ce dire que l'humanité change ?
2003	TECHN.	MÉTROPOLE	REMPLACEMENT	Les oeuvres d'art nous font-elles oublier le réel ?
2003	TECHN.	MÉTROPOLE	REMPLACEMENT	Suffit-il d'avoir raison pour convaincre ?
2003	TMD	MÉTROPOLE	REMPLACEMENT	Faut-il se méfier de l'imagination ?
2003	TMD	MÉTROPOLE	REMPLACEMENT	Peut-on se rendre maître du temps ?
2003	ES	NOUVELLE-CALÉDONIE	NORMALE	La conscience peut-elle être un obstacle pour l'action ?
2003	ES	NOUVELLE-CALÉDONIE	NORMALE	Est-il raisonnable d'opposer théorie et expérience ?
2003	L	NOUVELLE-CALÉDONIE	NORMALE	Peut-on être immoral sans le savoir ?
2003	L	NOUVELLE-CALÉDONIE	NORMALE	Une société sans conflits est-elle souhaitable ?
2003	S	NOUVELLE-CALÉDONIE	NORMALE	Répondre à un désir, est-ce nécessairement le satisfaire ?
2003	S	NOUVELLE-CALÉDONIE	NORMALE	Peut-on opposer le théoricien et l'observateur ?
2003	TECHN.	NOUVELLE-CALÉDONIE	NORMALE	Est-il impossible aux historiens d'être objectifs ?
2003	TECHN.	NOUVELLE-CALÉDONIE	NORMALE	Un homme peut-il renoncer à sa liberté ?
2003	ES	POLYNÉSIE	NORMALE	Peut-on refuser d'être libre ?
2003	ES	POLYNÉSIE	NORMALE	Y a-t-il un sens à parler de désirs inconscients ?
2003	L	POLYNÉSIE	NORMALE	Faut-il considérer les lois comme un mal nécessaire ?
2003	L	POLYNÉSIE	NORMALE	Obéir à la raison suffit-il à rendre heureux ?
2003	S	POLYNÉSIE	NORMALE	Sommes-nous démunis face à ce dont nous n'avons jamais fait l'expérience ?
2003	S	POLYNÉSIE	NORMALE	Faut-il séparer la beauté et la vérité ?
2003	TECHN.	POLYNÉSIE	NORMALE	Peut-on avoir de bonnes raisons de ne pas dire la vérité ?
2003	TECHN.	POLYNÉSIE	NORMALE	Peut-on exercer sa liberté sans prendre de risques ?
2003	ES	POLYNÉSIE	REMPLACEMENT	Dialoguer, n'est-ce que débattre ?
