annee,serie,lieu,session,auteur
2003,ES,NOUVELLE-CALÉDONIE,NORMALE,"La justice, parmi les autres vertus, a pour fonction propre d'ordonner l'homme en ce qui est relatif à autrui. En effet, elle implique une certaine égalité, comme son nom lui-même l'indique : ce qui s'égale ""s'ajuste"", dit-on communément ; or l'égalité se définit par rapport à autrui. Les autres vertus au contraire ne perfectionnent l'homme que dans ce qui le concerne personnellement.
Ainsi donc, ce qui est droit dans les oeuvres de ces vertus, et à quoi tend l'intention vertueuse comme à son objet propre, ne se définit que par rapport au sujet vertueux, tandis que le droit, dans les oeuvres de justice, est constitué par son rapport avec autrui, même abstraction faite du sujet ; en effet, nous appelons juste dans notre action ce qui correspond à autre chose selon une certaine égalité, par exemple le paiement du salaire qui est dû en raison d'un service.
En conséquence, on appelle juste, avec toute la rectitude de justice que cela comporte, le terme auquel aboutit l'acte de la vertu de justice, sans même considérer la façon dont le sujet l'accomplit, alors que, pour les autres vertus, c'est au contraire la façon dont le sujet agit qui sert à déterminer la rectitude de ce qu'il fait. C'est pourquoi l'objet de la justice, contrairement à celui des autres vertus, se détermine en lui-même, spécialement, et porte le nom de juste. Et c'est précisément le droit. Celui-ci est donc bien l'objet de la justice.


THOMAS D'AQUIN
Somme théologique."
2003,L,NOUVELLE-CALÉDONIE,NORMALE,"Chacun de nous a sa manière d'aimer et de haïr, et cet amour, cette haine, reflètent sa personnalité tout entière. Cependant le langage désigne ces états par les mêmes mots chez tous les hommes ; aussi n'a-t-il pu fixer que l'aspect objectif et impersonnel de l'amour, de la haine, et des mille sentiments qui agitent l'âme. Nous jugeons du talent d'un romancier à la puissance avec laquelle il tire du domaine public, où le langage les avait ainsi fait descendre, des sentiments et des idées auxquels il essaie de rendre, par une multiplicité de détails qui se juxtaposent, leur primitive et vivante individualité. Mais de même qu'on pourra intercaler indéfiniment des points entre deux positions d'un mobile sans jamais combler l'espace parcouru, ainsi, par cela seul que nous parlons, par cela seul que nous associons des idées les unes aux autres et que ces idées se juxtaposent au lieu de se pénétrer, nous échouons à traduire entièrement ce que notre âme ressent : la pensée demeure incommensurable avec le langage.


BERGSON
Essai sur les données immédiates de la conscience."
2003,S,NOUVELLE-CALÉDONIE,NORMALE,"Puisqu'il est évident que l'inspiration ne forme rien sans matière, il faut donc à l'artiste, à l'origine des arts et toujours, quelque premier objet ou quelque première contrainte de fait, sur quoi il exerce d'abord sa perception, comme l'emplacement et les pierres pour l'architecte, un bloc de marbre pour le sculpteur, un cri pour le musicien, une thèse pour l'orateur, une idée pour l'écrivain, pour tous des coutumes acceptées d'abord. Par quoi se trouve défini l'artiste, tout à fait autrement que d'après la fantaisie. Car tout artiste est percevant et actif, artisan toujours en cela. Plutôt attentif à l'objet qu'à ses propres passions ; on dirait presque passionné contre les passions, j'entends impatient surtout à l'égard de la rêverie oisive : ce trait est commun aux artistes, et les fait passer pour difficiles. [...] Mais si l'on revient aux principes jusqu'ici exposés, on se détournera de penser que quelque objet beau soit jamais créé hors de l'action. Ainsi la méditation de l'artiste serait plutôt observation que rêverie, et encore mieux observation de ce qu'il a fait comme source et règle de ce qu'il va faire. Bref, la loi suprême de l'invention humaine est que l'on n'invente qu'en travaillant. Artisan d'abord.


ALAIN
Système des beaux-arts."
2003,TECHN.,NOUVELLE-CALÉDONIE,NORMALE,"Le sensible dans l'art ne concerne que ceux de nos sens qui sont intellectualisés : la vue et l'ouïe, à l'exclusion de l'odorat, du goût et du toucher. Car l'odorat, le goût et le toucher n'ont affaire qu'à des éléments matériels et à leurs qualités immédiatement sensibles, l'odorat à l'évaporation de particules matérielles dans l'air, le goût à la dissolution de particules matérielles, le toucher au froid, au chaud, au lisse, etc. Ces sens n'ont rien à faire avec les objets de l'art qui doivent se maintenir dans une réelle indépendance et ne pas se borner à offrir des relations sensibles. Ce que ces sens trouvent agréable n'est pas le beau que connaît l'art. C'est donc à dessein que l'art crée un royaume d'ombres, de formes, de tonalités, d'intuitions ; ces formes et ces tonalités sensibles, l'art ne les fait pas seulement intervenir pour elles-mêmes et sous leur apparence immédiate, mais encore afin de satisfaire des intérêts spirituels supérieurs, parce qu'ils sont capables de faire naître une résonance dans les profondeurs de la conscience, un écho dans l'esprit.


HEGEL



QUESTIONS :

1° Dégager l'idée principale du texte et les étapes de son argumentation.

2° Répondre aux questions suivantes en prenant appui sur le texte
a) Pourquoi les sens ""non intellectualisés"" n'ont-ils rien à faire avec l'art ?
b) En quoi le beau nous élève-t-il au-dessus de l'agréable ?

3° Qu'est-ce qui nous plaît dans une oeuvre d'art ?"
2003,ES,POLYNÉSIE,NORMALE,"Les poètes sont des hommes qui refusent d'utiliser le langage. Or, comme c'est dans et par le langage conçu comme une certaine espèce d'instrument que s'opère la recherche de la vérité, il ne faut pas s'imaginer qu'ils visent à discerner le vrai ni à l'exposer. Ils ne songent pas non plus à nommer le monde et, par le fait, ils ne nomment rien du tout, car la nomination implique un perpétuel sacrifice du nom à l'objet nommé : le nom s'y révèle l'inessentiel, en face de la chose qui est essentielle. Ils ne parlent pas ; ils ne se taisent pas non plus : c'est autre chose. En fait, le poète s'est retiré d'un seul coup du langage-instrument ; il a choisi une fois pour toutes l'attitude poétique qui considère les mots comme des choses et non comme des signes. Car l'ambiguïté du signe implique qu'on puisse à son gré le traverser comme une vitre et poursuivre à travers lui la chose signifiée ou tourner son regard vers sa réalité et le considérer comme objet. L'homme qui parle est au-delà des mots, près de l'objet ; le poète est en deçà. Pour le premier, ils sont domestiques ; pour le second, ils restent à l'état sauvage. Pour celui-là, ce sont des conventions utiles, des outils qui s'usent peu à peu et qu'on jette quand ils ne peuvent plus servir ; pour le second, ce sont des choses naturelles qui croissent naturellement sur la terre comme l'herbe et les arbres.


SARTRE
Qu'est-ce que la Littérature ?"
2003,L,POLYNÉSIE,NORMALE,"Chaque mot de notre langue a beau être conventionnel, le langage n'est pas une convention, et il est aussi naturel à l'homme de parler que de marcher. Or, quelle est la fonction primitive du langage ? C'est d'établir une communication en vue d'une coopération. Le langage transmet des ordres ou des avertissements. Il prescrit ou il décrit. Dans le premier cas, c'est l'appel à l'action immédiate ; dans le second, c'est le signalement de la chose ou de quelqu'une de ses propriétés, en vue de l'action future. Mais, dans un cas comme dans l'autre, la fonction est industrielle, commerciale, militaire, toujours sociale. Les choses que le langage décrit ont été découpées dans le réel par la perception humaine en vue du travail humain. Les propriétés qu'il signale sont les appels de la chose à une activité humaine. Le mot sera donc le même, comme nous le disions, quand la démarche suggérée sera la même, et notre esprit attribuera à des choses diverses la même propriété, se les représentera de la même manière, les groupera enfin sous la même idée, partout où la suggestion du même parti à tirer, de la même action à faire, suscitera le même mot. Telles sont les origines du mot et de l'idée.


BERGSON
La Pensée et le mouvant."
2003,S,POLYNÉSIE,NORMALE,"La morale est étroitement liée à la politique : elle est une tentative pour imposer à des individus les désirs collectifs d'un groupe ; ou, inversement, elle est une tentative faite par un individu pour que ses désirs deviennent ceux de son groupe. Ceci n'est possible, bien entendu, que si ses désirs ne sont pas trop visiblement contraires à l'intérêt général : le cambrioleur peut difficilement tenter de persuader les gens qu'il leur fait du bien, quoique des ploutocrates (1) fassent des tentatives de ce genre, et réussissent même souvent. Quand l'objet de nos désirs peut bénéficier à tous, il ne paraît pas déraisonnable d'espérer que d'autres se joindront à nous ; ainsi le philosophe qui fait grand cas de la Vérité, de la Bonté et de la Beauté est persuadé qu'il n'exprime pas seulement ses propres désirs, mais qu'il montre la voie du bonheur à toute l'humanité. Contrairement au cambrioleur, il peut croire que l'objet de ses désirs a une valeur impersonnelle.
La morale est une tentative pour donner une importance universelle, et non simplement personnelle, à certains de nos désirs. Je dis ""certains"" de nos désirs, parce que c'est manifestement impossible dans certains cas, comme nous l'avons vu pour le cambrioleur. L'homme qui s'enrichit à la Bourse au moyen de renseignements secrets ne souhaite pas que les autres soient également bien informés : la Vérité (dans la mesure où il en fait cas) est pour lui une possession privée, et non le bien universel qu'elle est pour le philosophe.


RUSSELL
Science et religion.

(1) un ploutocrate : celui qui tire sa puissance de sa richesse"
2003,TECHN.,POLYNÉSIE,NORMALE,"Ce qui est bien et conforme à l'ordre est tel par la nature des choses et indépendamment des conventions humaines. Toute justice vient de Dieu, lui seul en est la source ; mais si nous savions la recevoir de si haut nous n'aurions besoin ni de gouvernement ni de lois. Sans doute il est une justice universelle émanée de la raison seule ; mais cette justice pour être admise entre nous doit être réciproque. A considérer humainement les choses, faute de sanction naturelle les lois de la justice sont vaines parmi les hommes ; elles ne font que le bien du méchant et le mal du juste, quand celui-ci les observe avec tout le monde sans que personne les observe avec lui. Il faut donc des conventions et des lois pour unir les droits aux devoirs et ramener la justice à son objet. Dans l'état de nature, où tout est commun, je ne dois rien à ceux à qui je n'ai rien promis, je ne reconnais pour être à autrui que ce qui m'est inutile. Il n'en est pas ainsi dans l'état civil (1) où tous les droits sont fixés par la loi.


ROUSSEAU


(1) état civil : état de société


QUESTIONS :

1° Dégagez l'idée centrale du texte et les étapes de l'argumentation.

2° Expliquez
a) ""il est une justice universelle émanée de la raison seule"" ;
b) ""faute de sanction naturelle les lois de la justice sont vaines parmi les hommes"" ;
c) ""dans l'état civil où tous les droits sont fixés par la loi"".

3° Faut-il des lois pour que la justice se réalise ?"
2003,ES,POLYNÉSIE,REMPLACEMENT,"L'expérience paraît enseigner que dans l'intérêt de la paix et de la concorde, il convient que tout le pouvoir appartienne à un seul. Nul État en effet n'est demeuré aussi longtemps sans aucun changement notable que celui des Turcs et en revanche nulles cités n'ont été moins durables que les Cités populaires ou démocratiques, et il n'en est pas où se soient élevées plus de séditions. Mais si la paix doit porter le nom de servitude, de barbarie et de solitude, il n'est rien pour les hommes de si lamentable que la paix. Entre les parents et les enfants il y a certes plus de querelles et des discussions plus âpres qu'entre maîtres et esclaves, et cependant il n'est pas de l'intérêt de la famille ni de son gouvernement que l'autorité paternelle se change en une domination et que les enfants soient tels que des esclaves. C'est donc la servitude, non la paix, qui demande que tout le pouvoir soit, aux mains d'un seul : ainsi que nous l'avons déjà dit, la paix ne consiste pas dans l'absence de guerre, mais dans l'union des âmes, c'est-à-dire dans la concorde.


SPINOZA
Traité politique."
2003,L,POLYNÉSIE,REMPLACEMENT,"Sitôt que les hommes sont en société, ils perdent le sentiment de leur faiblesse ; l'égalité, qui était entre eux, cesse, et l'état de guerre commence.
Chaque société particulière vient à sentir sa force ; ce qui produit un état de guerre de nation à nation. Les particuliers, dans chaque société, commencent à sentir leur force ; ils cherchent à tourner en leur faveur les principaux avantages de cette société ; ce qui fait entre eux un état de guerre.
Ces deux sortes d'état de guerre font établir les lois parmi les hommes. Considérés comme habitants d'une si grande planète, qu'il est nécessaire qu'il y ait différents peuples, ils ont des lois dans le rapport que ces peuples ont entre eux ; et c'est le DROIT DES GENS (1) (...).
Le droit des gens est naturellement fondé sur ce principe, que les diverses nations doivent se faire, dans la paix, le plus de bien, et, dans la guerre, le moins de mal qu'il est possible, sans nuire à leurs véritables intérêts.
L'objet de la guerre, c'est la victoire ; celui de la victoire, la conquête ; celui de la conquête, la conservation. De ce principe et du précédent doivent dériver toutes les lois qui forment le droit des gens.


MONTESQUIEU
De l'Esprit des lois.

(1) ""gens"" est pris ici au sens de peuple."
2003,S,POLYNÉSIE,REMPLACEMENT,"L'homme est destiné par sa raison à exister en société avec des hommes et à se cultiver, se civiliser, se moraliser, dans cette société, par l'art et les sciences, si grand que puisse être son penchant animal à s'abandonner passivement aux séductions du confort et du bien-vivre qu'il appelle félicité : bien plutôt est-il destiné à se rendre activement digne de l'humanité, en luttant contre les obstacles dont l'accable la grossièreté de sa nature.
L'homme doit donc nécessairement être éduqué en vue du bien ; mais celui qui a le devoir de l'éduquer est à son tour un homme qui est encore plongé dans la grossièreté de la nature et doit pourtant produire ce dont lui-même a besoin. De là vient le constant écart de l'être humain par rapport à sa destination, avec toujours des tentatives répétées pour y revenir.


KANT
Anthropologie du point de vue pragmatique."
2003,TECHN.,POLYNÉSIE,REMPLACEMENT,"On pense que l'esclave est celui qui agit par commandement et l'homme libre celui qui agit selon son bon plaisir. Cela cependant n'est pas absolument vrai, car en réalité être captif (1) de son plaisir et incapable de rien voir ni faire qui nous soit vraiment utile, c'est le pire esclavage, et la liberté n'est qu'à celui qui de son entier consentement vit sous la seule conduite de la Raison. Quant à l'action par commandement, c'est-à-dire à l'obéissance, elle ôte bien en quelque manière la liberté, elle ne fait cependant pas sur-le-champ un esclave. Si la fin (2) de l'action n'est pas l'utilité de l'agent (3) lui-même, mais de celui qui la commande, alors l'agent est un esclave, inutile à lui-même ; au contraire, dans un État et sous un commandement pour lesquels la loi suprême est le salut de tout le peuple, non de celui qui commande, celui qui obéit en tout au souverain ne doit pas être dit un esclave inutile à lui même, mais un sujet.


SPINOZA


(1) être captif : être prisonnier
(2) la fin : le but
(3) l'agent : celui qui agit


QUESTIONS :

1° Dégagez l'idée principale du texte et les étapes de son argumentation.

2°
a) Expliquez ""être captif de son plaisir est le pire esclavage"" ;
b) expliquez ""la liberté n'est qu'à celui qui, de son entier consentement, vit sous la seule conduite de la raison"" ;
c) que signifie l'opposition entre un esclave et un sujet ?

3° L'obéissance est-elle nécessairement contraire à la liberté ?"
2004,ES,AMÉRIQUE DU NORD,NORMALE,"Si en effet, Socrate, tu veux bien faire réflexion sur le sens de cette expression punir les méchants, cela suffira pour te convaincre que les hommes regardent la vertu comme une chose qu'on peut acquérir ; personne en effet ne punit un homme injuste par la simple considération et le simple motif qu'il a commis une injustice, à moins qu'il ne punisse à l'aveugle, comme une bête féroce ; mais celui qui veut punir judicieusement ne punit pas à cause de l'injustice, qui est chose passée, car il ne saurait faire que ce qui est fait ne soit pas fait ; mais il punit en vue de l'avenir, afin que le coupable ne retombe plus dans l'injustice et que son châtiment retienne ceux qui en sont les témoins. Penser ainsi, c'est penser que la vertu peut être enseignée, puisque le châtiment a pour but de détourner du vice. Telle est l'opinion de tous ceux qui punissent en leur nom et au nom de l'État.


PLATON
Protagoras"
2004,L,AMÉRIQUE DU NORD,NORMALE,"Ne nous laissons jamais aller aux disputes et aux batailles. Laissons là le combat, et, quels que soient les outrages que nous infligeront les insensés (car seuls les insensés sont capables d'outrage), n'y prêtons pas attention ; mettons dans le même sac les honneurs de la foule et ses injustices : ils ne méritent ni notre joie, ni notre peine.
Sans quoi, la crainte ou l'horreur des offenses nous feront négliger bien des obligations, et nous nous soustrairons à nos devoirs d'ordre public ou privé, fût-il question de vie ou de mort, angoissés à l'idée d'entendre une parole blessante. Parfois aussi, exaspérés contre les puissants, nous laisserons éclater notre colère avec une liberté sans mesure. Or la liberté ne consiste pas à ne rien supporter : non ! la liberté consiste à placer son âme au-dessus des injustices et à faire de soi-même la seule source de ses joies, à rompre avec les éléments extérieurs, pour ne pas avoir à mener la vie tourmentée de celui qui craint les rires et les mauvaises langues à toute heure et en tout lieu. Qui en effet ne serait capable de nous infliger une offense, dès lors qu'un seul homme a eu ce pouvoir ?


SÉNÈQUE
De la Constance du sage"
2004,S,AMÉRIQUE DU NORD,NORMALE,"On a établi une fausse comparaison entre les sciences, qui consistent tout entières en une connaissance qui appartient à l'esprit, et les arts (1), qui exigent quelque exercice et quelque disposition du corps ; on voyait bien qu'on ne saurait proposer au même homme l'apprentissage simultané de tous les arts, et qu'au contraire celui qui n'en cultive qu'un seul devient plus aisément un maître artiste ; en effet, ce ne sont pas les mains d'un même homme qui peuvent s'accoutumer à cultiver les champs et à jouer de la cithare, ou à remplir différents offices de ce genre, aussi commodément qu'à pratiquer l'un seulement d'entre eux ; on a donc cru qu'il en était de même pour les sciences, et, en les distinguant l'une de l'autre à raison de la diversité de leurs objets, on a pensé qu'il fallait les étudier chacune à part, en laissant toutes les autres de côté. En quoi l'on s'est assurément trompé.
Toutes les sciences ne sont en effet rien d'autre que l'humaine sagesse, qui demeure toujours une et identique à elle-même, quelque différents que soient les objets auxquels elle s'applique, et qui ne reçoit pas d'eux plus de diversité que n'en reçoit la lumière du soleil de la variété des choses qu'elle éclaire ; il n'y a donc pas lieu de contenir l'esprit en quelques bornes que ce soit ; loin en effet que la connaissance d'une seule vérité, à l'exemple de la pratique d'un seul art, nous empêche d'en découvrir une autre, elle nous y aide plutôt.


DESCARTES
Règles pour la direction de l'esprit.

(1) Le mot est ici pris dans le sens large qu'il avait anciennement, et qui couvre les métiers et techniques aussi bien que ce que nous appelons aujourd'hui les ""beaux-arts""."
2004,ES,AMÉRIQUE DU SUD,NORMALE,"Tous les hommes sont sensibles à la nécessité de la justice pour maintenir la paix et l'ordre, et tous les hommes sont sensibles à la nécessité de la paix et de l'ordre pour maintenir la société. En dépit de cette forte et évidente nécessité, telle est cependant la fragilité ou la perversité de notre nature qu'il est impossible aux hommes de rester fidèlement et infailliblement sur le chemin de la justice. Des circonstances extraordinaires se produisent qui amènent un homme à plutôt trouver ses intérêts défendus par la fraude et le vol qu'à être choqué par la fracture que son injustice crée dans l'union sociale. Mais beaucoup plus souvent, il se trouve détourné de ses intérêts supérieurs, importants mais lointains, par l'apparence du présent, ses tentations étant souvent très frivoles. Cette grande faiblesse est incurable dans la nature humaine.
Les hommes doivent donc s'ingénier à pallier ce qu'ils ne peuvent guérir. Il leur faut instituer des personnes qu'ils nomment magistrats, dont la fonction spécifique est de promulguer les décrets de l'équité, d'en punir les transgresseurs, de fustiger (1) la fraude et la violence, et de contraindre les hommes, bien que récalcitrants, à suivre leurs intérêts réels et permanents. En un mot, l'obéissance est un nouveau devoir qu'il faut inventer afin de supporter celui de la justice ; et les liens de l'équité doivent être renforcés par ceux de l'assujettissement.


HUME
De l'Origine du gouvernement.

(1) ""Fustiger"" signifie dans ce texte ""corriger""."
2004,L,AMÉRIQUE DU SUD,NORMALE,"Toute morale est contraire au laisser-aller, c'est une tyrannie qui s'exerce sur la ""nature"" et aussi sur la ""raison"" ; ce n'est pas pour autant une objection, à moins qu'on ne veuille décréter au nom de quelque autre morale l'interdiction de toute tyrannie et de toute déraison. L'essentiel de toute morale, ce qui en fait la valeur inestimable c'est qu'elle est une longue contrainte. [...] Il faut se souvenir que c'est toujours par l'effet d'une contrainte que le langage est parvenu à acquérir vigueur et liberté : contrainte métrique, tyrannie de la rime et du rythme. Que de peines se sont données dans toutes les nations les poètes et les orateurs, sans en excepter quelques prosateurs de nos jours, dont l'oreille est d'une exigence inexorable ! [...] Si étrange que cela puisse sembler, tout ce qui existe et a jamais existé sur la terre, en fait de liberté, de finesse, d'audace, de danse et de magistrale assurance, que ce soit dans la pensée proprement dite, dans l'art de gouverner, de parler ou de convaincre, dans les arts ou dans les morales, n'a jamais pu fleurir que sous la tyrannie de ces ""lois arbitraires"". Et je le dis très sérieusement, selon toute apparence c'est la contrainte qui est la nature ou le naturel, et non pas le laisser-aller. Tout artiste sait par expérience combien il est loin du sentiment du laisser-aller, quand il est dans l'état qui lui est le plus ""naturel"", l'état d'inspiration, où en pleine liberté il ordonne, dispose, agence et construit. Avec quelle rigueur et quelle précision délicate il obéit justement alors à de multiples lois dont la rigueur et la précision le mettraient au défi de les formuler en concepts ; comparé à ces lois, le concept le plus ferme a quelque chose de flottant, de complexe, d'équivoque. Pour le dire encore une fois, il semble que l'essentiel ""au ciel et sur la terre"" soit d'obéir longuement et toujours dans le même sens ; il en résulte, il finit toujours par en résulter quelque chose pour quoi il vaut la peine de vivre : vertu, art, musique, danse, raison, spiritualité, quelque chose d'illuminant, de raffiné, de fou, de divin.


NIETZSCHE
Par delà Bien et mal."
2004,S,AMÉRIQUE DU SUD,NORMALE,"Quand on oppose la société idéale à la société réelle comme deux antagonistes qui nous entraîneraient en des sens contraires, on réalise et on oppose des abstractions. La société idéale n'est pas en dehors de la société réelle ; elle en fait partie. Bien loin que nous soyons partagés entre elles comme entre deux pôles qui se repoussent, on ne peut pas tenir à l'une sans tenir à l'autre. Car une société n'est pas simplement constituée par la masse des individus qui la composent, par le sol qu'ils occupent, par les choses dont ils se servent, par les mouvements qu'ils accomplissent, mais, avant tout, par l'idée qu'elle se fait d'elle-même. Et sans doute, il arrive qu'elle hésite sur la manière dont elle doit se concevoir : elle se sent tiraillée en des sens divergents. Mais ces conflits, quand ils éclatent, ont lieu non entre l'idéal et la réalité, mais entre idéaux différents, entre celui d'hier et celui d'aujourd'hui, entre celui qui a pour lui l'autorité de la tradition et celui qui est seulement en voie de devenir.


DURKHEIM
Les Formes élémentaires de la vie religieuse."
2004,ES,ANTILLES,NORMALE,"La patrie ne peut subsister sans la liberté, ni la liberté sans la vertu, ni la vertu sans les citoyens ; vous aurez tout si vous formez des citoyens ; sans cela vous n'aurez que de méchants esclaves, à commencer par les chefs de l'État. Or former des citoyens n'est pas l'affaire d'un jour ; et pour les avoir hommes, il faut les instruire enfants. Qu'on me dise que quiconque a des hommes à gouverner, ne doit pas chercher hors de leur nature une perfection dont ils ne sont pas susceptibles ; qu'il ne doit pas vouloir détruire en eux les passions, et que l'exécution d'un pareil projet ne serait pas plus désirable que possible. Je conviendrai d'autant mieux de tout cela, qu'un homme qui n'aurait point de passions serait certainement un fort mauvais citoyen : mais il faut convenir aussi que si l'on n'apprend point aux hommes à n'aimer rien, il n'est pas impossible de leur apprendre à aimer un objet plutôt qu'un autre, et ce qui est véritablement beau, plutôt que ce qui est difforme. Si, par exemple, on les exerce assez tôt à ne jamais regarder leur individu que par ses relations avec le corps de l'État, et à n'apercevoir, pour ainsi dire, leur propre existence que comme une partie de la sienne, ils pourront parvenir enfin à s'identifier en quelque sorte avec ce plus grand tout, à se sentir membres de la patrie, à l'aimer de ce sentiment exquis que tout homme isolé n'a que pour soi-même, à élever perpétuellement leur âme à ce grand objet, et à transformer ainsi en une vertu sublime, cette disposition dangereuse d'où naissent tous nos vices.


ROUSSEAU
Sur l'Economie politique."
2004,L,ANTILLES,NORMALE,"Chacun de nous est un corps soumis aux mêmes lois que toutes les autres portions de matière. Si on le pousse, il avance ; si on le tire, il recule, si on le soulève et qu'on l'abandonne, il retombe. Mais, à côté de ces mouvements qui sont provoqués mécaniquement par une cause extérieure, il en est d'autres qui semblent venir du dedans et qui tranchent sur les précédents par leur caractère imprévu : on les appelle ""volontaires"". Quelle en est la cause ? C'est ce que chacun de nous désigne par les mots ""je"" ou ""moi"". Et qu'est-ce que le moi ? Quelque chose qui paraît, à tort ou à raison, déborder de toutes parts le corps qui y est joint, le dépasser dans l'espace aussi bien que dans le temps. Dans l'espace d'abord, car le corps de chacun de nous s'arrête aux contours précis qui le limitent, tandis que par notre faculté de percevoir, et plus particulièrement de voir, nous rayonnons bien au-delà de notre corps : nous allons jusqu'aux étoiles. Dans le temps ensuite, car le corps est matière, la matière est dans le présent et, s'il est vrai que le passé y laisse des traces, ce ne sont des traces de passé que pour une conscience qui les aperçoit et qui interprète ce qu'elle aperçoit à la lumière de ce qu'elle se remémore : la conscience, elle, retient ce passé, l'enroule sur lui-même au fur et à mesure que le temps se déroule et prépare avec lui un avenir qu'elle contribuera à créer.


BERGSON
L'Énergie spirituelle."
2004,S,ANTILLES,NORMALE,"Pour la vie quotidienne, dont les buts sont changeants et relatifs, des évidences et des vérités relatives suffisent. Mais la science cherche des vérités qui sont et restent valables une fois pour toutes, qui sont et doivent rester valables pour tous, elle cherche, par conséquent, des vérifications originales et radicales. Si, comme elle doit elle-même finir par le reconnaître, la science ne parvient pas en fait à réaliser un système de vérités absolues, et si elle est contrainte de modifier sans cesse ses vérités, elle n'en obéit pas moins à l'idée d'une vérité absolue ou rigoureusement attestée, et elle vit donc dans un horizon infini d'approximations qui convergent vers cette idée. Grâce à ces approximations, elle croit pouvoir infiniment dépasser la connaissance naïve et ainsi se dépasser elle-même.


HUSSERL
Méditations cartésiennes."
2004,STI AA,ANTILLES,NORMALE,"La puissance des lois dépend encore plus de leur propre sagesse que de la sévérité de leurs ministres, et la volonté publique tire son plus grand poids de la raison qui l'a dictée : c'est pour cela que Platon (1) regarde comme une précaution très importante de mettre toujours à la tête des édits un préambule raisonné qui en montre la justice et l'utilité. En effet, la première des lois est de respecter les lois : la rigueur des châtiments n'est qu'une vaine ressource imaginée par de petits esprits pour substituer la terreur à ce respect qu'ils ne peuvent obtenir. On a toujours remarqué que les pays où les supplices sont les plus terribles, sont aussi ceux où ils sont le plus fréquents ; de sorte que la cruauté des peines ne marque guère que la multitude des infracteurs (2), et qu'en punissant tout avec la même sévérité, l'on force les coupables de commettre des crimes pour échapper à la punition de leurs fautes.


ROUSSEAU


(1) La connaissance de la doctrine de Platon n'est pas requise pour l'explication.
(2) Infracteurs : ceux qui commettent des infractions, qui désobéissent aux lois.


QUESTIONS :

1° Dégagez l'idée directrice de ce texte et les étapes de son argumentation.

2° Expliquez :
a) ""la volonté publique tire son plus grand poids de la raison qui l'a dictée"" ;
b) ""la première des lois est de respecter les lois"" ;
c) ""l'on force les coupables de commettre des crimes pour échapper à la punition de leurs fautes"".

3° D'où vient la force des lois ?"
2004,TECHN.,ANTILLES,NORMALE,"À quand remets-tu encore le moment de te juger digne des plus grands biens et de ne transgresser en rien les prescriptions de la raison ? Tu as reçu en dépôt les principes, que tu devais t'engager à mettre en pratique, et tu t'es engagé. Quel maître attends-tu donc encore, pour t'en remettre à lui du soin de ton propre redressement ? Tu n'es plus un adolescent, mais te voici un homme fait. Si maintenant tu donnes dans la négligence et dans la nonchalance, si toujours tu ajoutes les délais aux délais, si tu remets jour après jour le moment fixé pour t'occuper de toi-même, sans même t'en rendre compte tu n'auras fait aucun progrès, et c'est en profane (1) que tu traverseras la vie et la mort. Dès maintenant donc, juge-toi digne de vivre en adulte et en homme qui progresse : que tout ce qui est manifestement le meilleur soit pour toi une loi inviolable. Que la vie t'apporte de la peine ou de l'agrément, de la gloire ou de l'obscurité, souviens-toi que c'est l'heure du combat, qu'il n'y a plus moyen de différer, qu'un seul jour, une seule action commande la ruine ou le salut de ton progrès.


ÉPICTÈTE


(1) Profane : ignorant


QUESTIONS :

1° À quoi invite ici Epictète et pour quelles raisons ?

2° Expliquez :
a) ""tu as reçu en dépôt les principes, que tu devais t'engager à mettre en pratique, et tu t'es engagé"" ;
b) ""si tu remets jour après jour le moment fixé pour t'occuper de toi-même, sans même t'en rendre compte tu n'auras fait aucun progrès"" ;
c) ""juge-toi digne de vivre en adulte et en homme qui progresse"".

3° Vivre selon la raison, est-ce un combat ?"
2004,ES,ANTILLES,REMPLACEMENT,"Si, comme je le crois, les sentiments moraux ne sont pas innés, mais acquis, ils n'en sont pas moins, pour cela, naturels. Il est naturel à l'homme de parler, de raisonner, de bâtir des villes, de cultiver le sol, quoique ce soient là des facultés acquises. Les sentiments moraux, à la vérité, ne font pas partie de notre nature, si on entend par là qu'ils devraient être présents chez nous tous, à un degré appréciable quelconque ; fait regrettable, sans doute, et reconnu par ceux qui croient le plus fortement à l'origine transcendante de ces sentiments. Cependant, comme les autres aptitudes acquises, la faculté morale, si elle ne fait pas partie de notre nature, s'y développe naturellement ; comme les autres facultés, elle est capable de prendre naissance spontanément, et, très faible au début, elle peut être portée par la culture à un haut degré de développement. Malheureusement aussi, en recourant autant qu'il est nécessaire aux sanctions extérieures et en utilisant l'influence des premières impressions, on peut la développer dans n'importe quelle direction, ou presque ; en sorte qu'il n'y a guère d'idée, si absurde ou si malfaisante qu'elle soit, qu'on ne puisse imposer à l'esprit humain en lui donnant, par le jeu de ces influences, toute l'autorité de la conscience.


MILL
De l'Utilitarisme."
